,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['2']),dict_values(['0']),"dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Nathan Silva', 'Eder', 'Willian Maranhão', 'Igor Cariús', 'Janderson', 'Marlon Freitas', 'Zé Roberto', 'João Paulo Alves', 'Natanael']])","dict_values([['Tiago Volpi', 'Igor Vinícius de Souza', 'Bruno Fabiano Alves', 'Reinaldo', 'Joao Rojas', 'Luciano', 'Léo Pelé', 'Shaylon', 'Gabriel', 'Miranda', 'Rodrigo Nestor']])","dict_values([['Maurício Kozlinski', 'Arnaldo', 'Michel Custódio', 'Lucas Oliveira', 'Gabriel Baralhas', 'Matheus Oliveira Santos', 'Pablo Dyego', 'André Luis', 'Lucas Melão Lucão']])","dict_values([['Lucas Perri', 'Diego', 'Pablo', 'Hernanes', 'William da Silva', 'Luis Manuel Orejuela', 'Éder', 'Igor Gomes', 'Antonio Galeano', 'Welington', 'Talles Costa', 'Emiliano Rigoni']])","dict_values([('Zé Roberto', 'Lucas Melão Lucão')])",72,"dict_values([('Janderson', 'André Luis')])",89,"dict_values([('João Paulo Alves', 'Gabriel Baralhas')])",89,dict_values([]),[],dict_values([]),[],"dict_values([('Shaylon', 'Emiliano Rigoni')])",45,"dict_values([('Joao Rojas', 'Éder')])",64,"dict_values([('Igor Vinícius de Souza', 'Antonio Galeano')])",76,dict_values([]),[],dict_values([]),[]
11,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Bahia']),dict_values(['Dado Cavalcanti']),dict_values(['3']),dict_values(['3']),"dict_values([['Júlio César', 'Leo Ortiz', 'Jadsom', 'Artur', 'Lucas Evangelista', 'Aderlan Silva', 'Ytalo', 'Natan', 'Tomás Cuello', 'Luan Cândido', 'Pedrinho']])","dict_values([['Mateus Claus', 'Luiz Otávio', 'Germán Conti', 'Rossi', 'Gilberto', 'Rodriguinho Marinho', 'Thaciano', 'Matheus Galdezani', 'Renan Guedes', 'Patrick de Lucca', 'Matheus Bahia']])","dict_values([['Maycon', 'Ligger', 'Alerrandro', 'Eric Ramires', 'Chrigor Flore', 'Leandrinho', 'Cesar Haydar', 'Ricardo', 'Weverson', 'Jan Carlos Hurtado', 'Guilherme Almeida Augusto', 'Bruno']])","dict_values([['Douglas Friedrich', 'Óscar Ruiz', 'Gustavo Henrique', 'Alesson', 'Jonas', 'Lucas Fonseca', 'Juninho Capixaba', 'Lucas Araujo', 'Edson', 'Maycon', 'Pablo Barbosa']])","dict_values([('Jadsom', 'Eric Ramires')])",62,"dict_values([('Pedrinho', 'Alerrandro')])",80,dict_values([]),[],dict_values([]),[],dict_values([]),[],"dict_values([('Matheus Galdezani', 'Jonas')])",45,"dict_values([('Patrick de Lucca', 'Lucas Araujo')])",65,"dict_values([('Rossi', 'Maycon')])",69,"dict_values([('Rodriguinho Marinho', 'Alesson')])",72,"dict_values([('Thaciano', 'Óscar Ruiz')])",72
12,dict_values(['Santos']),dict_values(['Fernando Diniz']),dict_values(['Ceará']),dict_values(['Guto Ferreira']),dict_values(['3']),dict_values(['1']),"dict_values([['John', 'Luis Felipe', 'Felipe Jonatan', 'Alison', 'Kaio Jorge', 'Marinho', 'Luan Peres Petroni', 'Gabriel Pirani', 'Pará', 'Marcos Guilherme', 'Jean Mota']])","dict_values([['Richard', 'Messias', 'Bruno Pacheco', 'Fernando Sobral', 'Felipe Vizeu', 'Gabriel Lacerda', 'Jorginho', 'Willian', 'Marcos Ytalo', 'Vinícius', 'Saulo da Silva']])","dict_values([['Vladimir', 'João Paulo', 'Mádson', 'Ivonei', 'Jonathan Copete', 'Vinicius', 'Danilo Boza', 'Kevin Malthus', 'Ângelo Borges', 'Kaiky', 'Marcos Leonardo Almeida', 'Moraes']])","dict_values([['Vinícius Machado', 'André Luiz', 'Geovane', 'Wendson', 'Marlon', 'Jordan', 'Charles Rigon Matos', 'Rick', 'Willian Klaus', 'Alessandro', 'Kelvyn', 'Cléber']])","dict_values([('Kaio Jorge', 'Marcos Leonardo Almeida')])",81,"dict_values([('Marcos Guilherme', 'Kevin Malthus')])",81,"dict_values([('Gabriel Pirani', 'Ângelo Borges')])",86,"dict_values([('Jean Mota', 'Danilo Boza')])",87,"dict_values([('Marinho', 'Mádson')])",89,"dict_values([('Felipe Vizeu', 'Cléber')])",64,"dict_values([('Fernando Sobral', 'Charles Rigon Matos')])",78,"dict_values([('Vinícius', 'Rick')])",78,"dict_values([('Gabriel Lacerda', 'Jordan')])",78,"dict_values([('Saulo da Silva', 'Wendson')])",87
13,dict_values(['Fluminense']),dict_values(['Roger Machado']),dict_values(['Cuiabá']),dict_values(['Luiz Fernando Iubel']),dict_values(['1']),dict_values(['0']),"dict_values([['Marcos Felipe', 'Samuel Xavier', 'Luccas Claro', 'Egídio Pereira Júnior', 'Fred', 'Yago', 'Manoel', 'Matheus Martinelli', 'Gabriel Teixeira', 'Caio Paulista', 'Nenê']])","dict_values([['Walter', 'João Lucas', 'Marllon Borges', 'Paulão', 'Auremir', 'Uendel', 'Jonathan Cafu', 'Rafael Gava', 'Papagaio', 'Clayson', 'João Pedro Pepê']])","dict_values([['Muriel Becker', 'Matheus Ferraz', 'Wellington Martins', 'Lucca', 'Danilo Barcelos', 'Matheus Martins', 'Raúl Bobadilla', 'Lucas Felipe Calegari', 'Abel Hernández', 'Luiz Henrique', 'Kayky Chagas', 'David Braz']])","dict_values([['João Carlos', 'Lucas Ramon', 'Anderson Conceição', 'Uillian Correia', 'Lucas Hernández', 'Osman Júnior', 'Camilo', 'Felipe Marques', 'Guilherme Pato']])","dict_values([('Fred', 'Abel Hernández')])",61,"dict_values([('Caio Paulista', 'Luiz Henrique')])",75,"dict_values([('Nenê', 'Lucca')])",81,"dict_values([('Matheus Martinelli', 'Wellington Martins')])",81,"dict_values([('Gabriel Teixeira', 'Kayky Chagas')])",81,"dict_values([('Rafael Gava', 'Guilherme Pato')])",62,"dict_values([('Jonathan Cafu', 'Camilo')])",62,"dict_values([('Auremir', 'Uillian Correia')])",74,"dict_values([('João Pedro Pepê', 'Felipe Marques')])",74,"dict_values([('João Lucas', 'Osman Júnior')])",87
14,dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['Internacional']),dict_values(['Miguel Ángel Ramírez']),dict_values(['5']),dict_values(['1']),"dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Robson', 'Lucas Crispim', 'Felipe', 'Jussa', 'David', 'Yago Pikachu', 'Titi', 'Matheus de Vargas']])","dict_values([['Marcelo Lomba', 'Heitor', 'Yuri Alberto', 'Bruno Praxedes', 'Rodrigo Lindoso', 'Moisés', 'Nonato', 'Zé Gabriel', 'Pedro Henrique', 'Caio Vidal', 'Patrick']])","dict_values([['Marcelo Boeck', 'Carlinhos', 'Luiz Henrique', 'Wellington Paulista', 'Éderson', 'Ronald', 'Isaque', 'Romarinho', 'Daniel Guedes', 'Bruno Melo', 'Wanderson', 'Igor Torres']])","dict_values([['Vitor Hugo', 'Daniel', 'Edenílson', 'Taison', 'Lucas Ribeiro', 'Víctor Cuesta', 'Thiago Galhardo', 'Gabriel Boschilia', 'Renzo Saravia', 'Johnny Cardoso', 'Lucas Mazetti']])","dict_values([('Matheus de Vargas', 'Luiz Henrique')])",59,"dict_values([('Felipe', 'Éderson')])",59,"dict_values([('Robson', 'Wellington Paulista')])",71,"dict_values([('David', 'Romarinho')])",71,"dict_values([('Titi', 'Ronald')])",85,"dict_values([('Caio Vidal', 'Víctor Cuesta')])",45,"dict_values([('Nonato', 'Gabriel Boschilia')])",52,"dict_values([('Heitor', 'Edenílson')])",57,"dict_values([('Patrick', 'Renzo Saravia')])",58,"dict_values([('Rodrigo Lindoso', 'Johnny Cardoso')])",72
15,dict_values(['América']),dict_values(['Lisca']),dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['0']),dict_values(['1']),"dict_values([['MG', 'Matheus Cavichioli', 'Diego', 'Eduardo Gabriel', 'Anderson Jesus', 'Zé Ricardo', 'Marlon', 'Felipe Azevedo', 'Juninho', 'Rodolfo', 'Ademir Santos']])","dict_values([['Cássio', 'Gil', 'Gabriel', 'Luan Vieira', 'Gustavo Mosquito', 'Ángelo Araos', 'Fagner', 'Víctor Cantillo', 'Fábio Santos', 'Budiga', 'João Victor']])","dict_values([['Banco', 'Airton Moraes', 'Alan Ruschel', 'Ricardo Silva', 'Juninho', 'Eduardo', 'Yan Sasse', 'Bruno Nazário', 'Ribamar', 'Geovane', 'Gustavinho', 'Ramon', 'Kawê']])","dict_values([['Caíque França', 'Matheus Donelli', 'Lucas Piton', 'Ramiro Benetti', 'Léo Santos', 'Bruno Méndez', 'Léo Natel', 'Guilherme Camacho', 'Mateus Vital', 'Adson', 'Vitinho', 'Jô']])","dict_values([('Felipe Azevedo', 'Ribamar')])",62,"dict_values([('Diego', 'Eduardo')])",63,"dict_values([('Marlon', 'Alan Ruschel')])",63,"dict_values([('Zé Ricardo', 'Gustavinho')])",74,"dict_values([('Rodolfo', 'Bruno Nazário')])",74,"dict_values([('Budiga', 'Ramiro Benetti')])",68,"dict_values([('Luan Vieira', 'Léo Natel')])",78,"dict_values([('Víctor Cantillo', 'Guilherme Camacho')])",84,"dict_values([('Ángelo Araos', 'Lucas Piton')])",85,dict_values([]),[]
16,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Chapecoense']),dict_values(['Jair Ventura']),dict_values(['3']),dict_values(['1']),"dict_values([['Jailson', 'Renan', 'Patrick de Paula', 'Rony', 'Luiz Adriano', 'Wesley', 'Mayke', 'Luan Garcia', 'Gustavo Scarpa', 'Raphael Veiga', 'Victor Luis']])","dict_values([['Tiepo', 'Matheus Ribeiro', 'Laércio', 'Moisés Ribeiro', 'Busanello', 'Anselmo Ramon', 'Ronei', 'Mike', 'Lima', 'Derlan', 'Fabinho']])","dict_values([['Vinicius Silvestre', 'Lucas Esteves', 'Zé Rafael', 'Lucas Lima', 'Willian', 'Felipe Melo', 'García', 'Fabinho', 'Vanderlan']])","dict_values([['João Paulo', 'Bruno Silva', 'Foquinho', 'Fernandinho', 'Ravanelli', 'Ignácio', 'Felipe Santana', 'Hiago', 'Geuvânio', 'Mancha']])","dict_values([('Patrick de Paula', 'Zé Rafael')])",44,"dict_values([('Luiz Adriano', 'Willian')])",70,"dict_values([('Gustavo Scarpa', 'Felipe Melo')])",73,"dict_values([('Wesley', 'Lucas Esteves')])",73,"dict_values([('Fabinho', 'Bruno Silva')])",80,"dict_values([('Mike', 'Fernandinho')])",45,"dict_values([('Ronei', 'Ravanelli')])",45,"dict_values([('Anselmo Ramon', 'Geuvânio')])",80,"dict_values([('Fabinho', 'Bruno Silva')])",80,dict_values([]),[]
17,dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['Atl']),dict_values(['António Oliveira']),dict_values(['0']),dict_values(['3']),"dict_values([['Marcelo Carné', 'Michel', 'Vitor Mendes', 'Rafael Forster', 'João Paulo', 'Alyson', 'Capixaba', 'Guilherme Carvalho', 'Matheus Peixoto', 'Wescley', 'Chico']])","dict_values([['Santos', 'Marcinho', 'Nicolas', 'Jádson', 'Jaime Alvarado', 'Léo Cittadini', 'Matheus Babi', 'Zé Ivaldo', 'Thiago Heleno', 'Fernando Canesin', 'Carlos Eduardo']])","dict_values([['William', 'Cleberson', 'Paulo Henrique', 'Elton', 'Matheus Jesus', 'Marcos Vinicios', 'Fernando Pacheco Rivas', 'Dudu', 'Bruninho', 'Matheus Cotulio Bossa', 'Eltinho']])","dict_values([['Bento', 'Márcio Azevedo', 'Yago César', 'Nikão', 'Khellven', 'Felipe Aguilar', 'Richard', 'Vitinho', 'Pedro Henrique', 'Renato Kayser', 'David Terans', 'Christian']])","dict_values([('Capixaba', 'Marcos Vinicios')])",68,"dict_values([('João Paulo', 'Matheus Cotulio Bossa')])",68,"dict_values([('Rafael Forster', 'Cleberson')])",82,"dict_values([('Matheus Peixoto', 'Fernando Pacheco Rivas')])",82,dict_values([]),[],"dict_values([('Fernando Canesin', 'Nikão')])",61,"dict_values([('Jaime Alvarado', 'Richard')])",70,"dict_values([('Carlos Eduardo', 'Vitinho')])",80,"dict_values([('Jádson', 'David Terans')])",81,"dict_values([('Matheus Babi', 'Renato Kayser')])",81
18,dict_values(['Sport']),dict_values(['Umberto Lourenço Louzer Filho ']),dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['0']),dict_values(['1']),"dict_values([['Mailson', 'Hayner', 'Júnior Tavares', 'Rafael Thyere', 'Ricardinho', 'Thiago Neves', 'José Sabino', 'Marcão Silva', 'Paulinho Moccelin', 'Marquinhos', 'Mikael']])","dict_values([['Éverson', 'Réver', 'Dodô', 'Hulk', 'Federico Zaracho', 'Igor Rabello', 'Hyoran', 'Mariano', 'Ignacio Fernández', 'Allan', 'Tchê Tchê']])","dict_values([['Luan Polli', 'Carlos Eduardo', 'Ronaldo Henrique', 'Santiago Tréllez', 'Patric Cabral Lalau', 'Betinho', 'Gustavo', 'Chico', 'Victor Gabriel', 'Sander', 'Maxwell', 'André']])","dict_values([['Matheus Mendes', 'Jair', 'Eduardo Sasha', 'Dylan Borrero', 'Nathan', 'Calebe', 'Gabriel', 'Sávio', 'Marrony', 'Neto', 'Micael', 'Luis Otávio Echaporã']])","dict_values([('Thiago Neves', 'Gustavo')])",18,"dict_values([('Marquinhos', 'Maxwell')])",45,"dict_values([('Mikael', 'André')])",45,"dict_values([('Ricardinho', 'Santiago Tréllez')])",78,"dict_values([('Paulinho Moccelin', 'Patric Cabral Lalau')])",84,"dict_values([('Hyoran', 'Marrony')])",76,"dict_values([('Federico Zaracho', 'Dylan Borrero')])",83,"dict_values([('Allan', 'Gabriel')])",83,"dict_values([('Ignacio Fernández', 'Jair')])",89,dict_values([]),[]
19,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['1']),dict_values(['1']),"dict_values([['Jailson', 'Renan', 'Rony', 'Luiz Adriano', 'Wesley', 'Mayke', 'Luan Garcia', 'Gustavo Scarpa', 'Raphael Veiga', 'Victor Luis', 'Felipe Melo']])","dict_values([['Cássio', 'Gil', 'Gabriel', 'Luan Vieira', 'Gustavo Mosquito', 'Mateus Vital', 'Fagner', 'Víctor Cantillo', 'Fábio Santos', 'Budiga', 'João Victor']])","dict_values([['Vinicius Silvestre', 'Marcos Rocha', 'Zé Rafael', 'Deyverson', 'Breno', 'Lucas Lima', 'Gabriel Menino', 'Willian', 'Pedro Bicalho', 'Vanderlan']])","dict_values([['Matheus Donelli', 'Lucas Piton', 'Ramiro Benetti', 'Bruno Méndez', 'Léo Natel', 'Ángelo Araos', 'Adson', 'Raul Bicalho', 'Xavier', 'Vitinho', 'Jô']])","dict_values([('Luiz Adriano', 'Willian')])",56,"dict_values([('Wesley', 'Breno')])",56,"dict_values([('Rony', 'Deyverson')])",84,"dict_values([('Mayke', 'Marcos Rocha')])",85,dict_values([]),[],"dict_values([('Budiga', 'Ramiro Benetti')])",78,"dict_values([('Mateus Vital', 'Ángelo Araos')])",79,"dict_values([('Víctor Cantillo', 'Xavier')])",87,"dict_values([('Gustavo Mosquito', 'Léo Natel')])",89,dict_values([]),[]
20,dict_values(['Santos']),dict_values(['Fernando Diniz']),dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['0']),dict_values(['0']),"dict_values([['John', 'Luis Felipe', 'Felipe Jonatan', 'Alison', 'Kaio Jorge', 'Marinho', 'Luan Peres Petroni', 'Gabriel Pirani', 'Pará', 'Marcos Guilherme', 'Jean Mota']])","dict_values([['Marcelo Carné', 'Michel', 'Vitor Mendes', 'Rafael Forster', 'Elton', 'Alyson', 'Capixaba', 'Guilherme Carvalho', 'Marcos Vinicios', 'Wescley', 'Chico']])","dict_values([['Vladimir', 'João Paulo', 'Mádson', 'Ivonei', 'Vinicius', 'Danilo Boza', 'Kevin Malthus', 'Robson', 'Ângelo Borges', 'Kaiky', 'Marcos Leonardo Almeida', 'Moraes']])","dict_values([['William', 'Cleberson', 'Paulo Henrique', 'João Paulo', 'Matheus Jesus', 'Fernando Pacheco Rivas', 'Matheus Peixoto', 'Vinicius José Ignácio', 'Bruninho', 'Edwin Mosquera', 'Eltinho']])","dict_values([('Luis Felipe', 'Marcos Leonardo Almeida')])",45,"dict_values([('Pará', 'Mádson')])",80,dict_values([]),[],dict_values([]),[],dict_values([]),[],"dict_values([('Chico', 'Fernando Pacheco Rivas')])",78,"dict_values([('Capixaba', 'Bruninho')])",89,"dict_values([('Wescley', 'Matheus Jesus')])",89,dict_values([]),[],dict_values([]),[]
21,dict_values(['Flamengo']),dict_values(['Rogério Ceni']),dict_values(['América']),dict_values(['Lisca']),dict_values(['2']),dict_values(['0']),"dict_values([['Diego Alves', 'Rodrigo Caio', 'Willian Arão', 'Gerson', 'Diego', 'Vitinho', 'Filipe Luís', 'Michael', 'Bruno Henrique', 'Matheuzinho', 'Rodrigo Muniz']])","dict_values([['MG', 'Matheus Cavichioli', 'Diego', 'Eduardo Gabriel', 'Anderson Jesus', 'Juninho', 'João Paulo', 'Gustavinho', 'Juninho', 'Bruno Nazário', 'Ademir Santos']])","dict_values([['Gabriel Batista', 'Gustavo Henrique', 'Léo Pereira', 'Renê', 'Yuri de Oliveira', 'Hugo Moura', 'Rodinei', 'Bruno Viana', 'Max', 'João Gomes', 'Ramon', 'Ryan Luka']])","dict_values([['Banco', 'Jori', 'Alan Ruschel', 'Ricardo Silva', 'Sabino', 'Eduardo', 'Yan Sasse', 'Felipe Azevedo', 'Ribamar', 'Geovane', 'Rodolfo', 'Ramon']])","dict_values([('Diego', 'Ricardo Silva')])",53,"dict_values([('Vitinho', 'João Gomes')])",75,"dict_values([('Rodrigo Muniz', 'Ryan Luka')])",84,"dict_values([('Filipe Luís', 'Renê')])",88,"dict_values([('Bruno Henrique', 'Max')])",88,"dict_values([('Gustavinho', 'Ribamar')])",45,"dict_values([('Diego', 'Ricardo Silva')])",53,"dict_values([('Juninho', 'Eduardo')])",53,"dict_values([('Bruno Nazário', 'Yan Sasse')])",76,"dict_values([('Ademir Santos', 'Felipe Azevedo')])",79
22,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['1']),dict_values(['0']),"dict_values([['Éverson', 'Guga', 'Réver', 'Hulk', 'Jair', 'Keno', 'Guilherme Arana', 'Igor Rabello', 'Hyoran', 'Ignacio Fernández', 'Allan']])","dict_values([['Tiago Volpi', 'Bruno Fabiano Alves', 'Reinaldo', 'Pablo', 'Luciano', 'Liziero', 'Léo Pelé', 'Gabriel', 'Miranda', 'Rodrigo Nestor', 'Emiliano Rigoni']])","dict_values([['Matheus Mendes', 'Dodô', 'Eduardo Sasha', 'Dylan Borrero', 'Nathan', 'Mariano', 'Gabriel', 'Sávio', 'Marrony', 'Neto', 'Micael', 'Luis Otávio Echaporã']])","dict_values([['Lucas Perri', 'Igor Vinícius de Souza', 'Diego', 'Joao Rojas', 'Vitor Bueno', 'Shaylon', 'Luis Manuel Orejuela', 'Éder', 'Igor Gomes', 'Antonio Galeano', 'Welington', 'Talles Costa']])","dict_values([('Gabriel', 'Antonio Galeano')])",58,"dict_values([('Hyoran', 'Marrony')])",75,"dict_values([('Keno', 'Luis Otávio Echaporã')])",75,"dict_values([('Jair', 'Nathan')])",80,"dict_values([('Guga', 'Mariano')])",82,"dict_values([('Miranda', 'Igor Vinícius de Souza')])",39,"dict_values([('Gabriel', 'Antonio Galeano')])",58,"dict_values([('Pablo', 'Joao Rojas')])",58,"dict_values([('Luciano', 'Igor Gomes')])",75,"dict_values([('Rodrigo Nestor', 'Éder')])",75
23,dict_values(['Grêmio']),dict_values(['Tiago Nunes']),dict_values(['Atl']),dict_values(['António Oliveira']),dict_values(['0']),dict_values(['1']),"dict_values([['Brenno', 'Pedro Geromel', 'Walter Kannemann', 'Thiago dos Santos', 'Matheus Henrique', 'Ferreira', 'Bruno Cortez', 'Rafinha', 'Jhonata Robert', 'Diego Souza', 'Luiz Fernando']])","dict_values([['Santos', 'Marcinho', 'Nikão', 'Abner', 'Matheus Babi', 'Richard', 'Zé Ivaldo', 'Vitinho', 'Pedro Henrique', 'Thiago Heleno', 'Christian']])","dict_values([['Paulo Victor Vidotti', 'Maicon Souza', 'Lucas Silva', 'Gui Azevedo', 'Léo Chú', 'Paulo Miranda', 'Diogo Barbosa', 'Vanderson', 'Leo Augusto', 'Ricardinho', 'Victor Bobsin', 'Jean Pyerre']])","dict_values([['Bento', 'Nicolas', 'Jádson', 'Khellven', 'Jaime Alvarado', 'Léo Cittadini', 'Felipe Aguilar', 'Luan Patrick', 'Fernando Canesin', 'Renato Kayser', 'David Terans', 'Carlos Eduardo']])","dict_values([('Luiz Fernando', 'Maicon Souza')])",61,"dict_values([('Rafinha', 'Vanderson')])",72,"dict_values([('Thiago dos Santos', 'Ricardinho')])",72,"dict_values([('Matheus Henrique', 'Jean Pyerre')])",83,"dict_values([('Jhonata Robert', 'Léo Chú')])",83,"dict_values([('Christian', 'Léo Cittadini')])",45,"dict_values([('Nikão', 'David Terans')])",66,"dict_values([('Vitinho', 'Carlos Eduardo')])",75,"dict_values([('Matheus Babi', 'Renato Kayser')])",79,"dict_values([('Marcinho', 'Khellven')])",79
24,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Fluminense']),dict_values(['Roger Machado']),dict_values(['2']),dict_values(['2']),"dict_values([['Cleiton Schwengber', 'Leo Ortiz', 'Jadsom', 'Artur', 'Lucas Evangelista', 'Claudinho', 'Helio Junio', 'Aderlan Silva', 'Ytalo', 'Natan', 'Luan Cândido']])","dict_values([['Marcos Felipe', 'Samuel Xavier', 'Wellington Martins', 'Egídio Pereira Júnior', 'Ganso', 'Yago', 'Abel Hernández', 'Nino', 'Luiz Henrique', 'David Braz', 'Caio Paulista']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Ligger', 'Fabrício Bruno', 'Eric Ramires', 'Chrigor Flore', 'Raul', 'Weverson', 'Tomás Cuello', 'Rafael', 'Pedrinho', 'Reginaldo Ramires']])","dict_values([['Muriel Becker', 'Matheus Ferraz', 'Lucca', 'Danilo Barcelos', 'Matheus Martins', 'Raúl Bobadilla', 'Manoel', 'Gustavo', 'Lucas Felipe Calegari', 'André', 'Kayky Chagas', 'Nenê']])","dict_values([('Luan Cândido', 'Weverson')])",45,"dict_values([('Natan', 'Fabrício Bruno')])",62,"dict_values([('Jadsom', 'Raul')])",62,"dict_values([('Ytalo', 'Tomás Cuello')])",83,"dict_values([('Helio Junio', 'Ligger')])",83,"dict_values([('Luiz Henrique', 'Kayky Chagas')])",61,"dict_values([('Ganso', 'Raúl Bobadilla')])",62,"dict_values([('Wellington Martins', 'Nenê')])",79,"dict_values([('Samuel Xavier', 'Lucas Felipe Calegari')])",79,"dict_values([('Nino', 'Manoel')])",89
25,dict_values(['Chapecoense']),dict_values(['Jair Ventura']),dict_values(['Ceará']),dict_values(['Guto Ferreira']),dict_values(['0']),dict_values(['0']),"dict_values([['Tiepo', 'Matheus Ribeiro', 'Moisés Ribeiro', 'Busanello', 'Anselmo Ramon', 'Fernandinho', 'Ravanelli', 'Ignácio', 'Guedes', 'Felipe Santana', 'Lima']])","dict_values([['Richard', 'Messias', 'Bruno Pacheco', 'Fernando Sobral', 'Jorginho', 'Willian', 'Rick', 'Willian Klaus', 'Lima', 'Cléber', 'Gabriel Dias']])","dict_values([['João Paulo', 'Laércio', 'Bruno Silva', 'Foquinho', 'Thiago Ribeiro', 'Ronei', 'Tiago Coser', 'Derlan', 'Hiago', 'Pedro Perotti', 'Mancha', 'Kaio Nunes']])","dict_values([['Vinícius Machado', 'André Luiz', 'Yony González', 'Gabriel Lacerda', 'Wendson', 'Marlon', 'Marcos Ytalo', 'Vinícius', 'Pedrinho', 'Charles Rigon Matos', 'Kelvyn', 'Saulo da Silva']])","dict_values([('Tiepo', 'João Paulo')])",33,"dict_values([('Busanello', 'Derlan')])",33,"dict_values([('Guedes', 'Ronei')])",34,"dict_values([('Ravanelli', 'Pedro Perotti')])",45,"dict_values([('Lima', 'Vinícius')])",68,"dict_values([('Rick', 'Saulo da Silva')])",63,"dict_values([('Lima', 'Vinícius')])",71,"dict_values([('Cléber', 'Yony González')])",81,"dict_values([('Willian', 'Pedrinho')])",81,dict_values([]),90
26,dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['Sport']),dict_values(['Umberto Lourenço Louzer Filho ']),dict_values(['1']),dict_values(['0']),"dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Carlinhos', 'Robson', 'Luiz Henrique', 'Éderson', 'Felipe', 'David', 'Yago Pikachu', 'Titi']])","dict_values([['Mailson', 'Hayner', 'Rafael Thyere', 'Ricardinho', 'José Sabino', 'Gustavo', 'Sander', 'Marcão Silva', 'André', 'Paulinho Moccelin', 'Marquinhos']])","dict_values([['Marcelo Boeck', 'Juan Quintero', 'Wellington Paulista', 'Ronald', 'Romarinho', 'Daniel Guedes', 'Bruno Melo', 'Wanderson', 'Igor Torres', 'Matheus de Vargas', 'Pablo']])","dict_values([['Luan Polli', 'Ronaldo Henrique', 'Iago Maidana', 'Santiago Tréllez', 'Patric Cabral Lalau', 'José Welison', 'Betinho', 'Thiago Lopes', 'Victor Gabriel', 'Maxwell', 'Mikael']])","dict_values([('Robson', 'Wellington Paulista')])",63,"dict_values([('Luiz Henrique', 'Matheus de Vargas')])",63,"dict_values([('David', 'Romarinho')])",64,"dict_values([('Carlinhos', 'Bruno Melo')])",89,dict_values([]),[],"dict_values([('Gustavo', 'Thiago Lopes')])",55,"dict_values([('Rafael Thyere', 'Iago Maidana')])",63,"dict_values([('Marquinhos', 'Patric Cabral Lalau')])",64,"dict_values([('Hayner', None)])",64,"dict_values([('André', 'Mikael')])",83
27,dict_values(['Bahia']),dict_values(['Dado Cavalcanti']),dict_values(['Internacional']),dict_values(['Osmar Loss Vieira']),dict_values(['0']),dict_values(['1']),"dict_values([['Matheus Teixeira', 'Germán Conti', 'Rossi', 'Danielzinho', 'Gilberto', 'Rodriguinho Marinho', 'Thaciano', 'Juninho', 'Renan Guedes', 'Patrick de Lucca', 'Matheus Bahia']])","dict_values([['Daniel', 'Heitor', 'Edenílson', 'Taison', 'Yuri Alberto', 'Lucas Ribeiro', 'Víctor Cuesta', 'Thiago Galhardo', 'Johnny Cardoso', 'Leonardo Borges', 'Patrick']])","dict_values([['Douglas Friedrich', 'Mateus Claus', 'Luiz Otávio', 'Óscar Ruiz', 'Matheus Galdezani', 'Thonny Anderson', 'Jonas', 'Lucas Fonseca', 'Juninho Capixaba', 'Lucas Araujo', 'Edson', 'Maycon']])","dict_values([['Danilo Fernandes', 'Anthoni', 'Rodrigo Lindoso', 'Mauricio', 'Peglow', 'Nonato', 'Zé Gabriel', 'Lucas Ramos', 'Lucas Mazetti', 'Caio Vidal']])","dict_values([('Patrick de Lucca', 'Matheus Galdezani')])",56,"dict_values([('Matheus Bahia', 'Juninho Capixaba')])",56,"dict_values([('Thaciano', 'Thonny Anderson')])",56,"dict_values([('Rodriguinho Marinho', 'Óscar Ruiz')])",70,"dict_values([('Rossi', 'Maycon')])",83,"dict_values([('Thiago Galhardo', 'Zé Gabriel')])",54,"dict_values([('Heitor', 'Rodrigo Lindoso')])",71,"dict_values([('Yuri Alberto', 'Caio Vidal')])",71,"dict_values([('Taison', 'Mauricio')])",87,dict_values([]),[]
